id,text,author
id05928,"Indeed, however rich the imagination displayed in this ingenious fiction, it wanted much of the force which might have been given it by a more scrupulous attention to facts and to general analogy.",EAP
id00889,"It's fiendish work, Carter, and I doubt if any man without ironclad sensibilities could ever see it through and come up alive and sane.",HPL
id01630,It was the opinion of both physicians that M. Valdemar would die about midnight on the morrow Sunday.,EAP
id09235,"""Father,"" I asked, ""what is the chief end of my existence?""",EAP
id06038,"""Referring, now, to the beginning of the cryptograph, we find the combination, .",EAP
id17411,"Upon retiring, he had had an unprecedented dream of great Cyclopean cities of titan blocks and sky flung monoliths, all dripping with green ooze and sinister with latent horror.",HPL
id14025,This news precipitated me from my self raised pinnacle of honour.,MWS
id13997,"Felix was too delicate to accept this offer, yet he looked forward to the probability of the event as to the consummation of his happiness.",MWS
id20338,In my own heart there dwells no faith in præter nature.,EAP
id12556,What the others were in their own dimensional sphere or spheres he dared not try to think.,HPL
id16347,"This, however, implied that all roads leading out of Innsmouth were similarly patrolled; for the denizens could not have known what route I intended to take.",HPL
id20746,"The courtiers, having entered, brought furnaces and massy hammers and welded the bolts.",EAP
id08649,"""He is better dead, for he was unfit to bear the active intellect of cosmic entity.",HPL
id15247,"Mr. Pope had just compleated his Epilogue to his Satires the Piece beginning: ""Not twice a Twelvemonth you appear in Print."", and had arrang'd for its Publication.",HPL
id06874,"The very beauty of the Grecian climate, during the season of spring, added torture to her sensations.",MWS
id17920,"It was the secrets of heaven and earth that I desired to learn; and whether it was the outward substance of things or the inner spirit of nature and the mysterious soul of man that occupied me, still my inquiries were directed to the metaphysical, or in its highest sense, the physical secrets of the world.",MWS
id19815,"It is difficult, indeed, to define, or even to describe, my real feelings towards him.",EAP
id23125,"It likewise happens frequently, that whales come too near the stream, and are overpowered by its violence; and then it is impossible to describe their howlings and bellowings in their fruitless struggles to disengage themselves.",EAP
id19344,I adopted another plan.,MWS
id17241,"I would have prevented this; my death would be a small evil or rather I should not die; while you cannot hope to escape.""",MWS
id09749,"Your temper is made unequal by suffering, and the tenor of your mind is, I fear, sometimes shaken by unworthy causes; but let your confidence in my sympathy and love be deeper far, and incapable of being reached by these agitations that come and go, and if they touch not your affections leave you uninjured.""",MWS
id04978,"Pronounced well by his physician, he returned to his quarters in three days; but to Professor Angell he was of no further assistance.",HPL
id10538,"One man with Oriental eyes has said that all time and space are relative, and men have laughed.",HPL
id24526,CHARMION So henceforward will you always be called.,EAP
id04676,"He has frequently conversed with me on mine, which I have communicated to him without disguise.",MWS
id24971,The last words of Evadne were the seal upon the warrant of my death.,MWS
id26671,In the daemon flash of a monstrous fireball the sleeper started up suddenly while the glare from beyond the window threw his shadow vividly upon the chimney above the fireplace from which my eyes had never strayed.,HPL
id20811,"One thing upon which M. Beauvais strongly insists is, that the clasp on the garter found, had been set back to take it in.",EAP
id26422,"All to onct Sally she yelled agin, an' says the front yard picket fence hed just crumbled up, though they wa'n't no sign o' what done it.",HPL
id07684,"One night the castle on the hill was thrown into the wildest confusion by the vanishment of young Godfrey, son to Henri the Comte.",HPL
id18649,"The difficulty of breathing, however, was diminished in a very slight degree, and I found that it would soon be positively necessary to make use of my condenser.",EAP
id18983,"Have any of you, my readers, observed the ruins of an anthill immediately after its destruction?",MWS
id18713,"At length the visitors, apprised of a party of State Police which had come from Aylesbury that morning in response to the first telephone reports of the Frye tragedy, decided to seek out the officers and compare notes as far as practicable.",HPL
id08198,I read and studied the wild fancies of these writers with delight; they appeared to me treasures known to few besides myself.,MWS
id10000,"God, what a rage I'd hate to have it aimed at me ""Why did you do it, Birch?",HPL
id05686,"Horrified, he had taken to the woods in a vague effort to escape from the scene of what must have been his crime.",HPL
id23128,"And so the prisoner toiled in the twilight, heaving the unresponsive remnants of mortality with little ceremony as his miniature Tower of Babel rose course by course.",HPL
id06161,"I think that the professor, too, intended to keep silent regarding the part he knew, and that he would have destroyed his notes had not sudden death seized him.",HPL
id24086,The wine sparkled in his eyes and the bells jingled.,EAP
id02065,"On the whole island there were but three miserable huts, and one of these was vacant when I arrived.",MWS
id20435,"It was a fantastic chateau, much dilapidated, and indeed scarcely tenantable through age and neglect.",EAP
id04706,"Over and above the fumes and sickening closeness rises an aroma once familiar throughout the land, but now happily banished to the back streets of life by the edict of a benevolent government the aroma of strong, wicked whiskey a precious kind of forbidden fruit indeed in this year of grace .",HPL
id12715,Then it was not done by human agency.,EAP
id21141,It was curious that even little Clara observed this law towards her mother.,MWS
id24658,"Looming hideously against the spectral moon was a gigantic misshapen thing not to be imagined save in nightmares a glassy eyed, ink black apparition nearly on all fours, covered with bits of mould, leaves, and vines, foul with caked blood, and having between its glistening teeth a snow white, terrible, cylindrical object terminating in a tiny hand.",HPL
id11825,"I did not tell her, that to spare her the pang of parting from inanimate objects, now the only things left, I had resolved that we should none of us return to Windsor.",MWS
id11194,"Half gliding, half floating in the air, the white clad bog wraiths were slowly retreating toward the still waters and the island ruin in fantastic formations suggesting some ancient and solemn ceremonial dance.",HPL
id18445,"Oh, save me Save me"" I imagined that the monster seized me; I struggled furiously and fell down in a fit.",MWS
id10885,"The moment Adrian should be legally elected his deputy, he would escape to safety.",MWS
id07657,We make chance a matter of absolute calculation.,EAP
id04029,In time he grew so impatient of the bleak intervals of day that he began buying drugs in order to increase his periods of sleep.,HPL
id05569,"As the White Ship sailed silently away from the templed terraces of Zar, we beheld on the distant horizon ahead the spires of a mighty city; and the bearded man said to me: ""This is Thalarion, the City of a Thousand Wonders, wherein reside all those mysteries that man has striven in vain to fathom.""",HPL
id19759,"It then stopped, the page descended and opened the door, the lady alighted, and presented a petition to her sovereign.",EAP
id00427,"""Oh, do not listen to him,"" I cried, ""he speaks false false to himself,"" I was interrupted: and, silence being restored, we were ordered, as was the custom, to retire during the decision of the house.",MWS
id18843,"He wanted the lands of dream he had lost, and yearned for the days of his childhood.",HPL
id01535,The main building was about twenty four feet long and sixteen broad certainly not more.,EAP
id05329,"From the remotest period of antiquity to which the archives have reference, the hours have been regularly struck by the big bell.",EAP
id07219,"Yes he was really forming words, and I could grasp a fair proportion of them.",HPL
id24065,Memories and possibilities are ever more hideous than realities.,HPL
id14532,Their number was past guessing.,HPL
id02761,"They have a trim bungalow now at Bristol Highlands, where no tall crags tower, and the neighbours are urban and modern.",HPL
id10500,The red blood bounded tumultuously through its strict channels.,EAP
id12000,All that had so long engaged my attention suddenly grew despicable.,MWS
id13553,"In the darkness below there loomed the vast blurred outlines of a vessel breaking up on the cruel rocks, and as I glanced out over the waste I saw that the light had failed for the first time since my grandfather had assumed its care.",HPL
id12937,You know not what you mean.,MWS
id24577,"But I was in reality very ill, and surely nothing but the unbounded and unremitting attentions of my friend could have restored me to life.",MWS
id18097,"Come with me to my room; we will remain there till the hour agreed upon.""",MWS
id09449,"The anemone, with great brilliancy, has no smell.",EAP
id10419,"What seemed to be the main document was headed ""CTHULHU CULT"" in characters painstakingly printed to avoid the erroneous reading of a word so unheard of.",HPL
id27599,"With great diligence did men of hidden badges linger and listen about such places as Petrovitch's Bakery, the squalid Rifkin School of Modern Economics, the Circle Social Club, and the Liberty Café.",HPL
id12112,"You call the Salem witchcraft a delusion, but I'll wage my four times great grandmother could have told you things.",HPL
id11517,"At first, doubting that I was really awake, I entered into a series of tests, which soon convinced me that I really was.",EAP
id09471,"Well, go on My wife, Mrs. Trotter, will give you the five dollars I left instructions with her to that effect.",EAP
id02998,"The origin of this enmity seems to be found in the words of an ancient prophecy ""A lofty name shall have a fearful fall when, as the rider over his horse, the mortality of Metzengerstein shall triumph over the immortality of Berlifitzing.""",EAP
id13654,"Then we split up into narrow columns, each of which seemed drawn in a different direction.",HPL
id06194,"One idea rushed on my mind; never, never may I speak to him again.",MWS
id09758,Might have been a woman's voice.,EAP
id05099,We sunk into silence: a silence that drank in the doleful accounts and prognostications of our guest.,MWS
id03415,"The countenance evinces no ingenuity, and is surpassed, in its resemblance to the human face, by the very commonest of wax works.",EAP
id09023,"And here, having arranged the glasses in the ordinary form of spectacles, I applied them gingerly in their proper position; while Madame Simpson, adjusting her cap, and folding her arms, sat bolt upright in her chair, in a somewhat stiff and prim, and indeed, in a somewhat undignified position.",EAP
id05268,"If infection depended upon the air, the air was subject to infection.",MWS
id07703,"There was something there and now I can't use the subway or and you may as well have your laugh at this, too go down into cellars any more.",HPL
id14843,"Where did you get him?""",EAP
id11875,"But foremost among the weird fancies, and alone in its absolute unanimity, was that of the curse awaiting him who should dare to touch or drain the vast reddish morass.",HPL
id04533,He was not his own master.,HPL
id25938,"I am struck by the storm, rooted up, laid waste: but you can stand against it; you are young and your passions are at peace.",MWS
id16339,There are some subjects upon which I take pleasure in being minute.,EAP
id13926,"To their Excellencies Von Underduk and Rub a dub, President and Vice President of the States' College of Astronomers, in the city of Rotterdam.",EAP
id01849,"His day's work was sadly interrupted, and unless chance presently brought some rambler hither, he might have to remain all night or longer.",HPL
id13831,"If his appearance even inspired us with hope, it only rendered the state of her mind more painful.",MWS
id22489,"As may well be imagined, I gave up most of the foreplanned features of the rest of my tour the scenic, architectural, and antiquarian diversions on which I had counted so heavily.",HPL
id11629,Again I strained to catch his whispers.,HPL
id24011,The crew pace the deck with unquiet and tremulous step; but there is upon their countenances an expression more of the eagerness of hope than of the apathy of despair.,EAP
id16589,"""I take it for granted that she is not particularly not dangerously affected, eh?"" ""Mon dieu what is it you imagine?",EAP
id17556,"Another storm enlightened Jura with faint flashes; and another darkened and sometimes disclosed the Mole, a peaked mountain to the east of the lake.",MWS
id04148,After a long pause of reflection I concluded that the justice due both to him and my fellow creatures demanded of me that I should comply with his request.,MWS
id13313,No time or space can tear from my soul that which makes a part of it.,MWS
id00707,She attended the markets she insisted upon being supplied with food for those who were too poor to purchase it.,MWS
id21522,"Their melancholy is soothing, and their joy elevating, to a degree I never experienced in studying the authors of any other country.",MWS
id16041,"After great trouble, occasioned by the intractable ferocity of his captive during the home voyage, he at length succeeded in lodging it safely at his own residence in Paris, where, not to attract toward himself the unpleasant curiosity of his neighbors, he kept it carefully secluded, until such time as it should recover from a wound in the foot, received from a splinter on board ship.",EAP
id19118,"For several days ensuing, her name was unmentioned by either Usher or myself: and during this period I was busied in earnest endeavors to alleviate the melancholy of my friend.",EAP
id19416,"I was struck by his exceeding beauty, and as he spoke to thank me the sweet but melancholy cadence of his voice brought tears into my eyes.",MWS
id19609,"And then I thought again of his words ""I WILL BE WITH YOU ON YOUR WEDDING NIGHT.""",MWS
id26616,"Although she was elder than he by nearly two years the nature of her education made her more childish at least in the knowledge and expression of feeling; she received his warm protestations with innocence, and returned them unknowing of what they meant.",MWS
id08031,"She sometimes begged Justine to forgive her unkindness, but much oftener accused her of having caused the deaths of her brothers and sister.",MWS
id04037,"Sleep seized me quickly, and I was at once haunted with dreams of the most disturbing kind.",HPL
id09907,"I will not lead you on, unguarded and ardent as I then was, to your destruction and infallible misery.",MWS
id07756,"Small Romnod was now not so small, and spoke deeply instead of shrilly, though Iranon was always the same, and decked his golden hair with vines and fragrant resins found in the woods.",HPL
id02652,"But it could have been neither the execution of the work, nor the immortal beauty of the countenance, which had so suddenly and so vehemently moved me.",EAP
id27916,"Rabble, indeed why these are the noble and free citizens of Epidaphne Beasts, did you say? take care that you are not overheard.",EAP
id02317,"God made him to have dominion over the works of his hands, and put all things under his feet.""",MWS
id23644,"Having paid his debts, therefore, in the most honourable manner, he retreated with his daughter to the town of Lucerne, where he lived unknown and in wretchedness.",MWS
id20766,Its rim is about four feet deep.,EAP
id12596,"It was composed by my pet baboon, Juniper, over a rummer of Hollands and water, 'hot, without sugar.'""",EAP
id09222,"At every instant the vessel seemed imprisoned within an enchanted circle, having insuperable and impenetrable walls of foliage, a roof of ultramarine satin, and no floor the keel balancing itself with admirable nicety on that of a phantom bark which, by some accident having been turned upside down, floated in constant company with the substantial one, for the purpose of sustaining it.",EAP
id18032,Where was the plague?,MWS
id16308,"During the first months of his Protectorate, Raymond and she had been inseparable; each project was discussed with her, each plan approved by her.",MWS
id23628,"You who have dedicated your powers of mind and fortune to the benefit of your species, shall you so misdirect your exertions, as to support in uselessness the strong, healthy, and capable?""",MWS
id12566,"At length, in taking leave, he takes also from the table the letter to which he had no claim.",EAP
id26377,"The myrtle bushes, the thyme, the little cyclamen, which peep from the fissures of the rock, all the produce of the place, bear affinity to him; the light that invests the hills participates in his essence, and sky and mountains, sea and valley, are imbued by the presence of his spirit.",MWS
id22742,"""Dios guarda"" muttered Don Stiletto.",EAP
id04288,"I believe I did ridiculous things such as offering prayers to Artemis, Latona, Demeter, Persephone, and Plouton.",HPL
id22490,"The heavy folds reached fully to the abutting roof, and I saw that the rings and catch would be likely to bear my weight.",HPL
id08183,"I now sought Adrian, anxious to hear the result of his discussion with Ryland.",MWS
id05212,"Justine, whom I loved and esteemed as my sister, how could she put on those smiles of innocence only to betray?",MWS
id02788,"To me their interest depended less on this circumstance than on the peculiarly appropriate way in which they dovetailed with certain other things the complaint of the departing servant Preserved Smith, who had preceded Ann and never heard of her, that something ""sucked his breath"" at night; the death certificates of fever victims of , issued by Dr. Chad Hopkins, and shewing the four deceased persons all unaccountably lacking in blood; and the obscure passages of poor Rhoby Harris's ravings, where she complained of the sharp teeth of a glassy eyed, half visible presence.",HPL
id17831,"Several weeks had elapsed since the festival of the anniversary, and she had been unable to calm her mind, or to subdue her thoughts to any regular train.",MWS
id15689,"Is nervous, and was apprehensive of the consequences of agitation.",EAP
id21259,In the university whither I was going I must form my own friends and be my own protector.,MWS
id02476,"But winter was coming, and with winter, hope.",MWS
id22705,I had been too wary for that.,EAP
id10609,"I felt that I quitted what I loved, not what loved me.",MWS
id16288,The patient's extremities were of an icy coldness.,EAP
id04603,"Here I paused, to ascertain beyond a doubt whether he really knew of whom I thought.",EAP
id08897,"S'pose they musta had, arter all, them old magic signs as the sea things says was the only things they was afeard of.",HPL
id00694,By slow degrees our sickness and dizziness and horror become merged in a cloud of unnamable feeling.,EAP
id01280,"Next morning the population of Nopolis were taken all aback by reading in 'The Tea Pot,' the following extraordinary leader: 'Sx hx, Jxhn hxw nxw?",EAP
id09753,"In a natural glade of the swamp stood a grassy island of perhaps an acre's extent, clear of trees and tolerably dry.",HPL
id06344,"From the circumstances of her birth and education, Idris would have been better fitted for the formulae of ceremony; but the very ease which accompanied such actions with her, arising from habit, rendered them tedious; while, with every drawback, Perdita evidently enjoyed her situation.",MWS
id14131,"I won't say that all this is wholly true in body, but 'tis sufficient true to furnish a very pretty spectacle now and then.",HPL
id18325,"""My cousin,"" replied I, ""it is decided as you may have expected; all judges had rather that ten innocent should suffer than that one guilty should escape.",MWS
id27689,"The stinging ""remorse of love"" now pierced her heart.",MWS
id06936,"May not even this be a feint that will increase your triumph by affording a wider scope for your revenge?"" ""How is this?",MWS
id03221,This I at once saw could not be.,EAP
id27158,"I saw nothing in it of an extraordinary character, but its effect upon Bedloe was prodigious.",EAP
id10613,"They were very sparse and insidious at first, but increased in frequency and vividness as the weeks went by.",HPL
id16305,"Some, in the true spirit of reckless enterprise, went on board a ship of an hundred and twenty guns; the vast hull drifted with the tide out of the bay, and after many hours its crew of landsmen contrived to spread a great part of her enormous canvass the wind took it, and while a thousand mistakes of the helmsman made her present her head now to one point, and now to another, the vast fields of canvass that formed her sails flapped with a sound like that of a huge cataract; or such as a sea like forest may give forth when buffeted by an equinoctial north wind.",MWS
id13665,"The vault in which we placed it and which had been so long unopened that our torches, half smothered in its oppressive atmosphere, gave us little opportunity for investigation was small, damp, and entirely without means of admission for light; lying, at great depth, immediately beneath that portion of the building in which was my own sleeping apartment.",EAP
id03019,"There was the immemorial figure of the deputy or messenger of hidden and terrible powers the ""Black Man"" of the witch cult, and the ""Nyarlathotep"" of the Necronomicon.",HPL
id04721,"The Italian believes it the voice of a Russian, but 'has never conversed with a native of Russia.'",EAP
id09081,"""The riddle, so far, was now unriddled.",EAP
id25606,"They say that I spoke with a distinct enunciation, but with marked emphasis and passionate hurry, as if in dread of interruption before concluding the brief, but pregnant sentences that consigned me to the hangman and to hell.",EAP
id12685,"And because our reason violently deters us from the brink, therefore do we the most impetuously approach it.",EAP
id22454,I know not what we are to hope; but there is some good beyond us that we must seek; and that is our earthly task.,MWS
id01549,"I am thy creature, and I will be even mild and docile to my natural lord and king if thou wilt also perform thy part, the which thou owest me.",MWS
id11506,"This box was three feet and a half long, three feet broad, and two and a half feet deep.",EAP
id16276,He might remain in Switzerland and wreak his vengeance on my relatives.,MWS
id27205,It is our reasoner's object merely to show that this body is not Marie's.,EAP
id06471,"To this man Iranon spoke, as to so many others: ""Canst thou tell me where I may find Aira, the city of marble and beryl, where flows the hyaline Nithra and where the falls of the tiny Kra sing to verdant valleys and hills forested with yath trees?""",HPL
id07293,And I beg of you to let that thing on the table the thing that looks like a match box alone.,HPL
id14461,"Imitating Pickman's listening, I fancied I heard a faint scurrying sound somewhere, and a series of squeals or bleats in a direction I couldn't determine.",HPL
id11009,"Even the sailors feel the power of his eloquence; when he speaks, they no longer despair; he rouses their energies, and while they hear his voice they believe these vast mountains of ice are mole hills which will vanish before the resolutions of man.",MWS
id18273,"We got into his carriage, and proceeded towards Windsor.",MWS
id07835,"On the lid were painted the words ""Mrs.",EAP
id10482,"Whenever it fell upon me, my blood ran cold; and so by degrees very gradually I made up my mind to take the life of the old man, and thus rid myself of the eye forever.",EAP
id20378,"The darkness, however, was now total; and we could only feel that he was standing in our midst.",EAP
id20875,"Over those horrors the evil moon now hung very low, but the puffy worms of the sea need no moon to feed by.",HPL
id02791,The young husband was frantic with grief but circumstances imperatively forbade the deferring his voyage to New York.,EAP
id02521,"Anyhow, he manages to turn out results that differ from the pretender's mince pie dreams in just about the same way that the life painter's results differ from the concoctions of a correspondence school cartoonist.",HPL
id16606,"The story is that there's a whole legion of devils seen sometimes on that reef sprawled about, or darting in and out of some kind of caves near the top.",HPL
id26211,"At length all was veiled in the deep obscurity of blackest night; I became weary and knowing that my servant was to sleep that night at the neighbouring village, so that my absence would alarm no one; and that I was safe in this wild spot from every intruder, I resolved to spend the night where I was.",MWS
id21575,"At length I turned on my heel, livid with wrath, and inwardly consigning the whole tribe of the Talbots to the innermost regions of Erebus.",EAP
id05049,This was done with the obvious design of affording a handle by which to carry the body.,EAP
id05055,"Of this party I was one, and did all I could to prevent the rash and fatal sally of the officer who fell, in the crowded alleys, by the poisoned arrow of a Bengalee.",EAP
id10939,"Her faultless nature, one sum of perfections, is wrapt up in her affections if they were hurt, she would droop like an unwatered floweret, and the slightest injury they receive is a nipping frost to her.",MWS
id08835,"Moreover, near neighbors are seldom friends; and the inhabitants of the Castle Berlifitzing might look, from their lofty buttresses, into the very windows of the palace Metzengerstein.",EAP
id22679,"The boxes were fairly even, and could be piled up like blocks; so he began to compute how he might most stably use the eight to rear a scalable platform four deep.",HPL
id24666,"He had been somewhere he ought not to be; had strayed very far away to places where he had not belonged, and was now inexcusably late.",HPL
id08353,"I wrote him again, entreating him to forward one forthwith.",EAP
id17211,"Some unknown attraction was pulling his eyes in a seemingly irrelevant direction, for he could not help staring at a certain vacant spot on the floor.",HPL
id10063,"""Looking now, narrowly, through the cipher for combinations of known characters, we find, not very far from the beginning, this arrangement, , or egree, which, plainly, is the conclusion of the word 'degree,' and gives us another letter, d, represented by .",EAP
id19910,"WE are not to be insulted with impunity.""",EAP
id06559,"His chief delight, however, was found in the perusal of an exceedingly rare and curious book in quarto Gothic the manual of a forgotten church the Vigiliae Mortuorum secundum Chorum Ecclesiae Maguntinae.",EAP
id04897,I have harnessed the shadows that stride from world to world to sow death and madness. . . .,HPL
id22236,"But what mainly occasioned a righteous indignation was, that the scoundrelly popinjay, while he cut a fandango here, and a whirligig there, did not seem to have the remotest idea in the world of such a thing as keeping time in his steps.",EAP
id03646,The sentence had passed; and it appeared to me that a very long interval of time had since elapsed.,EAP
id15055,The remaining two had gone back wordlessly to their mountains and this autumn not a single villager had disappeared.,HPL
id19130,"It was a melancholy thing to return to this spot so dear to us, as the scene of a happiness rarely before enjoyed, here to mark the extinction of our species, and trace the deep uneraseable footsteps of disease over the fertile and cherished soil.",MWS
id08979,"A slight circumstance induced me to alter my usual route, and to return home by Egham and Bishopgate.",MWS
id17868,"""I spent the winter in this manner.",MWS
id07019,"For the cat is cryptic, and close to strange things which men cannot see.",HPL
id24406,"But the intermediate steps, the climbing the wall, raised up between what was and is, while I still looked back nor saw the concealed desert beyond, is a labour past my strength.",MWS
id25686,"As soon as the torch, which I lowered into the repellent depths, burned freely and steadily, I commenced my descent.",HPL
id13447,"He had grown as large as a child of four, and was a fluent and incredibly intelligent talker.",HPL
id00299,"""I now scrutinized the death's head with care.",EAP
id05325,"The Whateleys had received their visitors with ill concealed distaste, though they did not dare court further publicity by a violent resistance or refusal to talk.",HPL
id04485,It was almost impossible to believe that they were not absolutely suspended in the air.,EAP
id12103,"The ice desert of the South and the sunken isles of Ocean hold stones whereon Their seal is engraven, but who hath seen the deep frozen city or the sealed tower long garlanded with seaweed and barnacles?",HPL
id03151,"What was the unknown island on which six of the Emma's crew had died, and about which the mate Johansen was so secretive?",HPL
id26982,"What appeared to us more astonishing, was that these writings were expressed in various languages: some unknown to my companion, ancient Chaldee, and Egyptian hieroglyphics, old as the Pyramids.",MWS
id03015,"It was evident, however, that just at this moment the fellow in the steeple was doing something that he had no business to do with the clock.",EAP
id25959,There had been nothing like order or arrangement.,EAP
id25753,"She was dressed, however, in exquisite taste and then I had no doubt that she had captivated my friend's heart by the more enduring graces of the intellect and soul.",EAP
id22186,"Complaints from many liberal organisations were met with long confidential discussions, and representatives were taken on trips to certain camps and prisons.",HPL
id13514,Raymond had been exalted by the determination he had made; but with the declining day his spirits declined.,MWS
id16822,"At all events, we can trace the science back to a very remote period of antiquity.",EAP
id01172,"""At a quarter past eight, being no longer able to draw breath without the most intolerable pain, I proceeded forthwith to adjust around the car the apparatus belonging to the condenser.",EAP
id17783,"Down, down, down it came, closer and yet closer.",EAP
id06918,"The windows were long, narrow, and pointed, and at so vast a distance from the black oaken floor as to be altogether inaccessible from within.",EAP
id00168,Maelzel now informs the company that he will disclose to their view the mechanism of the machine.,EAP
id03811,"And then, hour after hour, would I linger by her side, and dwell upon the music of her voice, until at length its melody was tainted with terror, and there fell a shadow upon my soul, and I grew pale, and shuddered inwardly at those too unearthly tones.",EAP
id06760,"Their origin was to be looked for in the progressive removal of the customary atmospheric pressure upon the surface of the body, and consequent distention of the superficial blood vessels not in any positive disorganization of the animal system, as in the case of difficulty in breathing, where the atmospheric density is chemically insufficient for the due renovation of blood in a ventricle of the heart.",EAP
id04385,"Yours everlastingly, PUNDITA.",EAP
id20013,"The paper carried me back to the days of the thirteenth century, when the old castle in which I sat had been a feared and impregnable fortress.",HPL
id00441,"She was nearly fifteen years older than he, and was the offspring of a former marriage of his father.",MWS
id15988,"He had cried out in the night, arousing several other artists in the building, and had manifested since then only alternations of unconsciousness and delirium.",HPL
id13006,"This part of the Rhine, indeed, presents a singularly variegated landscape.",MWS
id00495,"The events that in succession followed his return to England, gave me keener feelings.",MWS
id05843,"Yes, Thurber, I decided long ago that one must paint terror as well as beauty from life, so I did some exploring in places where I had reason to know terror lives.",HPL
id15511,"Presently a smart footman in livery brought in a tray with fruit, wine, and other refreshments, of which I partook, the lady soon afterward leaving the room.",EAP
id01483,"Why should he lose this, now that added years, prudence, and the pledge which his marriage gave to his country, ought to encrease, rather than diminish his claims to confidence?",MWS
id12661,"""She was"", he said, ""the brightest vision that ever came upon the earth: there was somthing in her frank countenance, in her voice, and in every motion of her graceful form that overpowered me, as if it were a celestial creature that deigned to mingle with me in intercourse more sweet than man had ever before enjoyed.",MWS
id23041,"The cries were shocking; and as I stood in the brilliant apartment alone and dazed, listening to their vanishing echoes, I trembled at the thought of what might be lurking near me unseen.",HPL
id10884,"He had vowed TO BE WITH ME ON MY WEDDING NIGHT, yet he did not consider that threat as binding him to peace in the meantime, for as if to show me that he was not yet satiated with blood, he had murdered Clerval immediately after the enunciation of his threats.",MWS
id00639,"This consideration led Sir George Cayley to think only of adapting a propeller to some machine having of itself an independent power of support in a word, to a balloon; the idea, however, being novel, or original, with Sir George, only so far as regards the mode of its application to practice.",EAP
id01692,"Then the mark of misery would have faded from my brow, and I should raise my eyes fearlessly to meet his, which ever beamed with the soft lustre of innocent love.",MWS
id18568,"Accordingly I kept north along Main to Martin, then turning inland, crossing Federal Street safely north of the Green, and entering the decayed patrician neighbourhood of northern Broad, Washington, Lafayette, and Adams Streets.",HPL
id03909,"There may be an object in full keeping with the principle suggested an object unattainable by the means ordinarily in possession of mankind, yet which, if attained, would lend a charm to the landscape garden immeasurably surpassing that which a merely human interest could bestow.",EAP
id22828,"On the contrary, the disease gained virulence, while starvation did its accustomed work.",MWS
id03100,"Scattered and unconnected as they were, I have been obliged to add links, and model the work into a consistent form.",MWS
id05643,This was the drama of my life which I have now depicted upon paper.,MWS
id01044,She was evidently a lady of breeding.,EAP
id26989,The disordered earth was covered with blood and human debris bespeaking too vividly the ravages of daemon teeth and talons; yet no visible trail led away from the carnage.,HPL
id23606,"They retired and I turned towards my friend, but he was sunk in languor and almost deprived of life.",MWS
id00002,"I was faint, even fainter than the hateful modernity of that accursed city had made me.",HPL
id17798,and some were strangely robed . . .,HPL
id00471,"He indeed went so far as to hint of the faint beating of great wings, and of a glimpse of shining eyes and a mountainous white bulk beyond the remotest trees but I suppose he had been hearing too much native superstition.",HPL
id03935,"In this state of mind, wishing to live, yet wearied with life, the treatise at the stall of the bookseller opened a resource to my imagination.",EAP
id18401,"For an instant I felt absolute despair, since my trapping in a chamber with no window egress seemed complete.",HPL
id06588,"Having cast her fate upon a die, and feeling secure of winning, she, whom I have named as bearing the stamp of queen of nations on her noble brow, now rose superior to humanity, and seemed in calm power, to arrest with her finger, the wheel of destiny.",MWS
id17489,"Are you a coward, Woodville?",MWS
id26761,"""But is this really the poet?""",EAP
id00391,"As he spoke, I felt subject to him; and all my boasted pride and strength were subdued by the honeyed accents of this blue eyed boy.",MWS
id20468,My mother's tender caresses and my father's smile of benevolent pleasure while regarding me are my first recollections.,MWS
id00034,"His warehouse was the resort of all the principal people of the place, and especially of the editorial corps a body which inspires all about it with profound veneration and awe.",EAP
id06628,"As it is, the constables have had a sad time of it, running hither and thither, and all they can do is to declare the man of business most emphatically, a ""hen knee high"" by which some persons imagine them to imply that, in fact, he is n.",EAP
id11621,"A vast quantity of wheels, pinions, and other cabalistic looking machinery stood opposite the hole, close to it; and through the hole there passed an iron rod from the machinery.",EAP
id01600,You purpose to kill me.,MWS
id08247,"Then came a halt in the gasping, and the dog raised its head in a long, lugubrious howl.",HPL
id27102,"Having become satisfied of his identity, he took a bird's eye view of his whereabouts.",EAP
id24853,The impetuous fury of the entering gust nearly lifted us from our feet.,EAP
id25440,"The former pays the reward, pockets the treasure and decamps.",EAP
id13247,"Rushing through the newly opened connexion, I succeeded in bolting the northerly hall door before the lock could be turned; but even as I did so I heard the hall door of the third room the one from whose window I had hoped to reach the roof below being tried with a pass key.",HPL
id21056,"Never imposing upon any one myself, I suffered no one to play the possum with me.",EAP
id02846,"Love had doubled all her excellencies, and placed a diadem on her genius.",MWS
id01729,"Among other things, I had the family vault so remodelled as to admit of being readily opened from within.",EAP
id27506,"I have lived in the same house with her, at one time for five and at another for nearly two years.",MWS
id12564,"And in the Stygian grotto I saw them do the rite, and adore the sick pillar of flame, and throw into the water handfuls gouged out of the viscous vegetation which glittered green in the chlorotic glare.",HPL
id17221,"""Well, if you must have it so I will take a small reward just to satisfy your scruples.",EAP
id02560,"He looked upon me, however, with some degree of severity, and then, turning towards my conductors, he asked who appeared as witnesses on this occasion.",MWS
id15490,"On the right and left, however, some ancient brick business blocks abutted on the hotel; their slant roofs coming up to a reasonable jumping distance from my fourth story level.",HPL
